Unnamed: 0.1,Unnamed: 0,University Admission year,Gender,Age (Years),H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily? (Hours ),How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media? (Hours),Status of your English language proficiency,Average attendance on class (Percentage ),Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development? (Hours ),What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly Family Income ,Performance_Category
209,209,2022,Female,20,2020.0,BCSE,2,No,Yes,3,1,Offline,Yes,Yes,1,Advance,100,No,No,Yes,Programming,2,Software,Single,No,Family,No,3.84,No,3.84,11.0,50000.0,Good Performance
210,210,2020,Female,21,2019.0,BCSE,8,No,Yes,6,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development skill(Backend),3,Software,Single,No,Family,No,3.4,No,3.29,85.0,60000.0,Good Performance
211,211,2021,Female,21,2020.0,BCSE,2,Yes,No,12,4,Offline,Yes,No,2,Intermediate,100,No,No,Yes,Programming,12,Software,Single,Yes,Bachelor,No,3.7,No,3.7,11.0,30000.0,Good Performance
212,212,2020,Male,22,2019.0,BCSE,6,No,Yes,4,3,Offline,Yes,Yes,4,Advance,85,No,No,Yes,Programming,2,Data Science,In a relationship,No,Family,No,3.02,No,3.2,70.0,20000.0,Good Performance
213,213,2021,Male,20,2020.0,BCSE,3,No,Yes,2,1,Offline,Yes,Yes,3,Basic,90,No,No,No,Web development skill(Backend),1,Software,Single,No,Bachelor,No,3.48,No,2.98,23.0,20000.0,Moderate Performance
214,214,2022,Male,20,2020.0,BCSE,2,Yes,No,3,3,Offline,Yes,Yes,2,Advance,90,No,No,Yes,Programming,2,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX",Single,Yes,Bachelor,No,3.53,No,3.53,13.0,40000.0,Good Performance
215,215,2020,Female,19,2019.0,BCSE,8,Yes,Yes,4,1,Offline,Yes,Yes,2,Advance,90,No,No,No,Programming,3,Data Science,Single,No,Bachelor,No,3.06,No,3.41,87.0,30000.0,Good Performance
216,216,2021,Male,20,2020.0,BCSE,2,No,No,2,1,Offline,Yes,Yes,3,Basic,100,Yes,No,Yes,"Programming, Web development skill(Frontend), Networking",1,"Software, Hardware, NETWORKING, Artificial Intelligence",Single,No,Bachelor,No,,No,3.9,11.0,20000.0,Poor Performance
217,217,2022,Female,20,2018.0,BCSE,1,No,No,2,2,Offline,Yes,No,4,Intermediate,95,No,No,Yes,Networking,0,Software,Single,No,Bachelor,Yes,,No,,0.0,50000.0,Poor Performance
218,218,2019,Female,20,2019.0,BCSE,9,No,Yes,3,3,Offline,Yes,Yes,1,Intermediate,99,No,No,No,"Programming, Web development skill(Backend), Web development skill(Frontend)",4,Software,Single,Yes,Family,No,3.19,No,3.37,101.0,40000.0,Good Performance
219,219,2022,Female,21,2020.0,BCSE,2,No,No,4,2,Online,Yes,Yes,2,Basic,95,Yes,No,Yes,Programming,4,"Software, Hardware",Single,Yes,Bachelor,Yes,,No,,11.0,30000.0,Poor Performance
220,220,2022,Female,21,2020.0,BCSE,1,No,Yes,3,2,Offline,Yes,Yes,1,Advance,99,No,No,Yes,Programming,1,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,Yes,Family,No,4.5,No,4.0,75.0,80000.0,Good Performance
221,221,2021,Female,20,2020.0,BCSE,2,Yes,No,4,1,Offline,Yes,Yes,3,Intermediate,98,No,No,Yes,Programming,3,"Software, NETWORKING, Artificial Intelligence",Married,Yes,Family,No,3.75,No,0.0,11.0,,Moderate Performance
222,222,2021,Male,22,2019.0,BCSE,2,Yes,No,3,3,Offline,Yes,Yes,2,Intermediate,90,No,No,No,"Programming, Web development skill(Frontend)",4,Software,In a relationship,No,Bachelor,No,3.33,No,3.33,12.0,20000.0,Good Performance
223,223,2021,Male,20,2020.0,BCSE,3,Yes,No,4,1,Online,Yes,Yes,1,Basic,80,Yes,No,Yes,"Programming, Web development skill(Frontend)",2,NETWORKING,Single,Yes,Bachelor,No,2.81,Yes,2.81,35.0,40000.0,Moderate Performance
224,224,2022,Male,21,2019.0,BCSE,2,Yes,No,3,3,Offline,Yes,Yes,4,Intermediate,90,Yes,No,Yes,data entry,0,Software,Single,Yes,Bachelor,Yes,2.18,No,2.08,11.0,35000.0,Poor Performance
225,225,2018,Female,24,2016.0,BCSE,4,No,No,2,1,Online,Yes,Yes,1,Intermediate,90,No,No,Yes,Networking,1,"Hardware, NETWORKING, Data Science, Graphics design ",Engaged,No,Bachelor,Yes,3.62,No,3.0,140.0,50000.0,Good Performance
226,226,2022,Female,21,2020.0,BCSE,2,Yes,Yes,3,2,Online,Yes,No,8,Basic,98,No,No,No,Programming,1,"Software, Machine Learning / Deep Learning, UI/UX, Data Science",Single,Yes,Family,Yes,3.55,Yes,3.59,11.0,100000.0,Good Performance
227,227,2020,Male,23,2020.0,BCSE,3,Yes,No,4,2,Offline,Yes,Yes,2,Basic,100,No,No,No,"Programming, Web development skill(Frontend), Graphic Design",6,"Software, Hardware, Machine Learning / Deep Learning, Artificial Intelligence",Single,Yes,Bachelor,No,3.58,No,3.75,23.0,15000.0,Good Performance
228,228,2022,Male,22,2020.0,BCSE,2,Yes,No,2,1,Offline,Yes,Yes,8,Basic,90,No,No,No,Programming,3,Software,Single,No,Bachelor,Yes,3.88,No,3.88,12.0,10000.0,Good Performance
229,229,2022,Male,20,2020.0,BCSE,2,Yes,No,2,1,Offline,Yes,Yes,10,Basic,90,No,No,No,Programming,3,Software,Single,No,Bachelor,No,3.0,No,3.0,12.0,,Good Performance
230,230,2022,Male,20,2020.0,BCSE,2,Yes,No,4,2,Offline,Yes,Yes,1,Intermediate,95,No,Yes,Yes,"Programming, Software  Development skill, Cyber security",2,"Software, NETWORKING",Single,Yes,Bachelor,No,4.0,No,4.0,11.0,40000.0,Good Performance
231,231,2022,Male,22,2016.0,BCSE,2,Yes,Yes,2,2,Online,Yes,Yes,1,Basic,80,No,No,Yes,"Programming, Php",3,"NETWORKING, UI/UX",In a relationship,Yes,Family,No,3.97,No,3.97,11.0,30000.0,Good Performance
232,232,2021,Male,22,2020.0,BCSE,3,Yes,Yes,3,2,Online,Yes,Yes,1,Intermediate,75,No,No,Yes,Programming,2,"Software, Hardware, Machine Learning / Deep Learning, Artificial Intelligence",Single,Yes,Bachelor,No,3.79,No,3.69,25.0,100000.0,Good Performance
233,233,2019,Male,22,2018.0,BCSE,11,No,No,6,2,Offline,Yes,Yes,2,Intermediate,90,Yes,No,Yes,"Web development skill(Backend), Web development skill(Frontend)",1,Software,In a relationship,No,Bachelor,No,2.96,No,2.89,111.0,50000.0,Moderate Performance
234,234,2019,Male,25,2017.0,BCSE,11,No,No,1,1,Offline,Yes,Yes,1,Intermediate,90,No,No,No,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend)",4,"Software, Artificial Intelligence",Single,No,Family,No,3.44,No,3.48,124.0,50000.0,Good Performance
235,235,2022,Male,19,2021.0,BCSE,2,Yes,No,4,3,Offline,Yes,Yes,3,Advance,100,No,No,Yes,Web development skill(Backend),1,Software,Single,No,Bachelor,Yes,,No,,,40000.0,Poor Performance
236,236,2021,Female,21,2019.0,BCSE,3,Yes,Yes,2,2,Online,Yes,Yes,2,Intermediate,85,No,No,Yes,Programming,1,"Software, Machine Learning / Deep Learning",Single,No,Family,No,3.56,No,3.66,23.0,25000.0,Good Performance
237,237,2020,Male,19,2019.0,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,1,Basic,100,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.56,No,3.56,12.0,40000.0,Good Performance
238,238,2021,Female,20,2020.0,BCSE,4,Yes,No,1,1,Offline,Yes,No,2,Intermediate,100,No,No,No,Programming,0,Data Science,Single,No,Family,No,3.38,No,3.58,25.0,80000.0,Poor Performance
239,239,2021,Male,21,2019.0,BCSE,2,Yes,No,1,2,Online,Yes,Yes,2,Intermediate,80,No,No,Yes,"Programming, Web development skill(Frontend), graphics desingn",3,Software,Single,Yes,Bachelor,No,3.78,No,3.9,49.0,40000.0,Good Performance
240,240,2019,Male,24,2017.0,BCSE,10,No,No,2,1,Offline,Yes,Yes,3,Intermediate,80,No,No,Yes,"Programming, Software  Development skill, App Developing ",5,"Software, App",Single,Yes,Family,No,2.58,No,2.93,106.0,65000.0,Moderate Performance
241,241,2020,Male,21,2019.0,BCSE,8,No,No,1,1,Online,Yes,Yes,1,Advance,80,No,No,Yes,"Programming, Web development skill(Frontend)",1,"NETWORKING, Data Science",In a relationship,No,Bachelor,Yes,3.96,No,3.7,85.0,25000.0,Good Performance
242,242,2021,Female,21,2020.0,BCSE,3,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,88,No,No,No,Programming,2,Software,Single,No,Family,No,3.58,No,3.76,25.0,40000.0,Good Performance
243,243,2021,Male,20,2020.0,BCSE,3,Yes,No,2,2,Online,Yes,Yes,4,Intermediate,99,No,No,Yes,Programming,2,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",In a relationship,Yes,Bachelor,No,3.79,No,3.91,23.0,50000.0,Good Performance
244,244,2021,Male,21,2019.0,BCSE,5,No,No,1,2,Offline,Yes,Yes,1,Intermediate,94,No,Yes,Yes,"Programming, Cyber security, Networking, Content Writing, Graphics , Animation. ",30,"Hardware, NETWORKING, Artificial Intelligence, Data Science",Single,Yes,Bachelor,No,2.17,No,3.06,44.0,15000.0,Good Performance
245,245,2021,Male,22,2020.0,BCSE,4,Yes,No,3,2,Offline,Yes,Yes,2,Intermediate,3,Yes,No,Yes,"Programming, Web development skill(Frontend), Networking",4,"Software, Artificial Intelligence, UI/UX, Freelancing",Single,No,Bachelor,No,1.12,No,1.88,32.0,60000.0,Poor Performance
246,246,2021,Female,21,2019.0,BCSE,3,Yes,Yes,4,3,Online,Yes,Yes,1,Intermediate,99,No,No,No,Programming,2,Software,Single,No,Family,No,3.72,No,3.67,25.0,35000.0,Excellent Performance
247,247,2020,Female,22,2018.0,BCSE,8,No,No,4,2,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Programming,2,"Software, Data Science",Single,No,Family,No,2.83,No,2.82,65.0,25000.0,Moderate Performance
248,248,2022,Female,20,2020.0,BCSE,2,Yes,Yes,2,1,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Networking,1,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Family,Yes,3.88,No,3.88,11.0,35000.0,Good Performance
249,249,2020,Female,21,2019.0,BCSE,8,No,Yes,3,1,Offline,Yes,Yes,3,Intermediate,97,No,No,No,Web development skill(Backend),1,Data Science,Single,Yes,Family,No,3.0,No,3.66,87.0,150000.0,Poor Performance
250,250,2018,Male,26,2018.0,BCSE,12,No,Yes,8,10,Online,Yes,Yes,2,Intermediate,90,Yes,Yes,Yes,"Web development skill(Frontend), Networking",5,"Software, NETWORKING",Single,Yes,Bachelor,No,2.44,No,2.44,90.0,20000.0,Moderate Performance
251,251,2021,Male,21,2020.0,BCSE,3,Yes,No,3,2,Offline,Yes,Yes,1,Intermediate,98,No,No,Yes,"Programming, Web development skill(Backend)",1,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Family,No,2.82,No,3.0,23.0,25000.0,Good Performance
252,252,2022,Female,21,2019.0,BCSE,2,Yes,Yes,2,2,Offline,Yes,Yes,1,Intermediate,100,No,No,No,Programming,1,Software,Single,No,Family,No,3.9,No,3.9,11.0,50000.0,Good Performance
253,253,2022,Male,21,2020.0,BCSE,2,Yes,No,5,1,Online,Yes,Yes,12,Basic,98,No,No,Yes,Programming,2,"Software, Hardware",Single,Yes,Bachelor,Yes,3.33,No,3.33,12.0,50000.0,Good Performance
254,254,2022,Male,20,2020.0,BCSE,2,Yes,Yes,8,2,Offline,Yes,Yes,8,Basic,90,No,No,No,Programming,2,"Software, Artificial Intelligence, UI/UX",Single,Yes,Bachelor,No,3.33,No,3.33,12.0,30000.0,Good Performance
255,255,2021,Female,21,2020.0,BCSE,3,Yes,No,3,1,Offline,Yes,No,3,Intermediate,70,No,No,Yes,Programming,5,"Software, NETWORKING, Data Science",Single,No,Family,Yes,2.68,No,2.89,23.0,40000.0,Poor Performance
256,256,2021,Female,20,2019.0,BCSE,2,No,No,3,2,Online,Yes,No,2,Intermediate,95,No,No,Yes,Programming,1,Software,Single,No,Bachelor,Yes,3.84,No,3.84,11.0,30000.0,Good Performance
257,257,2021,Female,20,2016.0,BCSE,3,Yes,No,2,1,Offline,Yes,No,1,Advance,75,No,No,Yes,Programming,1,NETWORKING,Single,Yes,Family,No,3.54,No,3.69,25.0,20000.0,Good Performance
258,258,2021,Male,19,2020.0,BCSE,3,Yes,Yes,2,1,Offline,Yes,Yes,3,Intermediate,90,No,No,No,Programming,1,NETWORKING,Single,Yes,Family,Yes,2.32,No,2.8,24.0,35000.0,Moderate Performance
259,259,2022,Male,20,2020.0,BCSE,2,Yes,No,3,1,Offline,Yes,Yes,3,Basic,90,No,No,No,Programming,2,Software,Single,No,Bachelor,No,4.0,No,4.0,11.0,50000.0,Good Performance
260,260,2022,Male,20,2020.0,BCSE,2,No,No,5,2,Offline,Yes,Yes,30,Basic,90,No,No,Yes,Programming,2,"Software, BCS ",Single,No,Bachelor,No,3.8,No,3.8,12.0,20000.0,Good Performance
261,261,2021,Male,22,2019.0,BCSE,5,No,Yes,0,0,Online,Yes,Yes,3,Basic,0,No,No,No,"Programming, Web development skill(Backend), Web development skill(Frontend)",6,"Software, Hardware, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Web developer",Single,No,Family,No,2.08,No,2.91,49.0,30000.0,Poor Performance
262,262,2022,Male,20,2020.0,BCSE,2,No,No,2,3,Offline,Yes,No,1,Basic,95,No,No,Yes,"Programming, Volunteering.",2,"Software, Hardware, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,Yes,Bachelor,No,3.05,No,3.05,12.0,25000.0,Good Performance
263,263,2022,Male,21,2020.0,BCSE,2,Yes,Yes,3,2,Online,Yes,Yes,5,Advance,90,No,No,Yes,"Programming, Networking",0,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,Yes,Family,No,3.45,No,3.45,12.0,,Moderate Performance
264,264,2022,Male,20,2020.0,BCSE,4,Yes,Yes,4,2,Offline,Yes,Yes,3,Basic,95,Yes,Yes,Yes,Programming,2,Software,Single,No,Bachelor,No,2.73,No,2.73,12.0,20000.0,Moderate Performance
265,265,2018,Male,22,2018.0,BCSE,11,No,No,1,1,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,"Web development skill(Backend), Web development skill(Frontend)",3,Software,Single,Yes,Bachelor,No,3.2,No,3.29,132.0,40000.0,Good Performance
266,266,2019,Female,20,2019.0,BCSE,8,Yes,No,6,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend)",2,Software,Single,Yes,Family,No,3.96,No,3.94,85.0,100000.0,Good Performance
267,267,2022,Male,23,2019.0,BCSE,1,Yes,Yes,2,1,Offline,Yes,Yes,8,Basic,100,No,No,No,Networking,1,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science",Single,No,Family,No,0.0,No,0.0,0.0,40000.0,Moderate Performance
268,268,2022,Female,20,2020.0,BCSE,1,Yes,Yes,2,1,Offline,Yes,No,7,Intermediate,100,No,No,Yes,Networking,1,"Software, Hardware, NETWORKING, Artificial Intelligence, Data Science",Single,Yes,Family,No,0.0,No,0.0,0.0,50000.0,Moderate Performance
269,269,2021,Female,26,2014.0,BCSE,3,Yes,No,4,3,Offline,Yes,Yes,3,Basic,50,No,No,No,Programming,1,Software,Married,No,Family,No,3.89,No,3.36,23.0,,Moderate Performance
270,270,2022,Male,19,2020.0,BCSE,4,Yes,Yes,5,2,Offline,Yes,Yes,2,Intermediate,98,Yes,No,Yes,"Programming, Software  Development skill, Networking",2,"Software, Hardware, Data Science",Single,Yes,Family,No,2.93,No,2.93,11.0,35000.0,Moderate Performance
271,271,2022,Male,20,2020.0,BCSE,2,Yes,No,4,3,Online,Yes,Yes,2,Basic,100,No,No,No,Programming,2,"Software, Artificial Intelligence",Single,No,Family,No,3.81,No,3.81,12.0,50000.0,Good Performance
272,272,2021,Female,19,2020.0,BCSE,2,No,Yes,3,2,Offline,Yes,No,2,Intermediate,98,No,No,No,Programming,1,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Family,Yes,3.37,Yes,0.0,11.0,25000.0,Moderate Performance
273,273,2022,Male,19,2020.0,BCSE,2,Yes,No,3,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,Yes,"Programming, Strating....",1,confuse,Married,No,Family,No,3.25,No,3.25,10.0,50000.0,Good Performance
274,274,2022,Male,20,2020.0,BCSE,2,Yes,No,3,2,Online,Yes,Yes,3,Basic,85,No,No,No,Programming,2,Artificial Intelligence,Single,No,Family,No,2.89,No,2.89,11.0,30000.0,Moderate Performance
275,275,2022,Male,22,2019.0,BCSE,2,No,No,2,1,Offline,Yes,Yes,3,Basic,95,Yes,No,No,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend), Cyber security, Sports ",1,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Web",Engaged,Yes,Bachelor,Yes,1.62,No,1.45,11.0,40000.0,Moderate Performance
276,276,2022,Male,20,2020.0,BCSE,2,No,Yes,2,2,Offline,Yes,No,4,Intermediate,98,No,No,Yes,I have no skill but try to learn them.,2,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Data Science",Single,No,Family,No,3.73,No,0.0,11.0,35000.0,Moderate Performance
277,277,2022,Male,19,2020.0,BCSE,2,Yes,No,30,1,Online,Yes,Yes,2,Basic,90,Yes,No,No,Programming,1,Software,Single,No,Bachelor,Yes,2.9,No,2.9,11.0,60000.0,Moderate Performance
278,278,2022,Male,18,2020.0,BCSE,2,Yes,No,6,3,Offline,Yes,Yes,2,Basic,95,No,No,Yes,"Programming, Web development skill(Frontend)",2,Software,Single,No,Family,No,3.48,No,3.48,12.0,25000.0,Good Performance
279,279,2021,Male,21,2019.0,BCSE,2,No,No,2,3,Online,Yes,Yes,2,Basic,90,No,No,Yes,"Programming, Web development skill(Backend), Web development skill(Frontend), Networking",4,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Bachelor,No,3.13,No,3.17,11.0,40000.0,Good Performance
280,280,2021,Male,21,2019.0,BCSE,2,Yes,No,3,2,Online,Yes,Yes,2,Basic,90,Yes,No,Yes,Programming,2,"Software, NETWORKING, Artificial Intelligence, UI/UX",Single,No,Bachelor,No,142.0,No,1.42,5.0,50000.0,Moderate Performance
281,281,2022,Male,20,2020.0,BCSE,2,Yes,No,3,2,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,1,"Software, Hardware, Data Science",Single,No,Bachelor,No,3.85,No,3.85,12.0,30000.0,Good Performance
282,282,2022,Male,21,2020.0,BCSE,2,Yes,Yes,4,2,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,1,"Software, Artificial Intelligence",Single,Yes,Family,Yes,3.6,No,3.6,11.0,35000.0,Excellent Performance
283,283,2022,Female,18,2020.0,BCSE,2,Yes,No,2,2,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,"Programming, Software  Development skill",1,Software,Single,Yes,Family,No,3.54,No,0.0,11.0,14000.0,Moderate Performance
284,284,2022,Male,19,2020.0,BCSE,2,No,No,3,2,Online,Yes,Yes,4,Intermediate,95,Yes,No,No,Programming,6,Software,Single,No,Bachelor,No,2.1,No,2.1,12.0,10000.0,Moderate Performance
285,285,2022,Male,20,2020.0,BCSE,2,Yes,No,3,2,Offline,Yes,Yes,5,Basic,90,No,No,Yes,Programming,1,"Software, Hardware",Single,Yes,Bachelor,No,2.5,No,2.5,12.0,25000.0,Moderate Performance
286,286,2019,Male,24,2017.0,BCSE,11,Yes,No,7,1,Offline,Yes,Yes,1,Intermediate,90,No,No,No,"Programming, Web development skill(Frontend)",5,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",In a relationship,Yes,Bachelor,No,3.31,No,3.76,139.0,30000.0,Poor Performance
287,287,2022,Male,21,2020.0,BCSE,2,No,No,1,2,Online,Yes,Yes,4,Advance,80,No,No,Yes,"Cyber security, Networking, I have quite good knowledge about Kali-Linux. I am using Linux from 2018. For that, I've some knowledge about some Tools.But currently I'm not working with Kali. That's why I'm forgetting everything day by day",0,"Software, NETWORKING, Hacking With Kali-Linux ",Single,No,Bachelor,No,3.75,No,0.0,12.0,50000.0,Poor Performance
288,288,2021,Male,21,2020.0,BCSE,2,No,No,3,3,Online,Yes,Yes,1,Intermediate,97,No,No,Yes,Programming,3,Machine Learning / Deep Learning,Single,No,Bachelor,Yes,3.5,No,0.0,13.0,33000.0,Moderate Performance
289,289,2020,Female,20,,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,4,Basic,90,Yes,No,No,Programming,2,Hardware,Single,No,Family,No,3.7,No,3.7,11.0,60000.0,Good Performance
290,290,2022,Male,20,2020.0,BCSE,2,Yes,No,3,1,Offline,Yes,Yes,3,Basic,70,Yes,Yes,Yes,Programming,2,Software,Single,No,Bachelor,No,3.24,No,3.24,11.0,40000.0,Moderate Performance
291,291,2019,Female,22,2018.0,BCSE,11,No,Yes,2,1,Offline,Yes,Yes,2,Intermediate,99,Yes,No,No,Programming,1,Software,Single,No,Family,No,2.3,No,2.8,113.0,60000.0,Moderate Performance
292,292,2020,Male,22,2020.0,BCSE,3,Yes,Yes,3,4,Offline,Yes,Yes,4,Intermediate,37,No,No,Yes,Programming,1,Artificial Intelligence,Single,Yes,Family,No,3.24,Yes,3.5,27.0,25000.0,Poor Performance
293,293,2021,Male,21,2019.0,BCSE,3,Yes,No,4,2,Offline,Yes,Yes,3,Intermediate,80,No,No,Yes,"Programming, Networking, Digital Marketing, Drop Servicing, Performance marketing management",2,"Software, NETWORKING, UI/UX",Single,Yes,Bachelor,No,3.52,No,3.5,21.0,25000.0,Good Performance
294,294,2022,Male,20,2020.0,BCSE,2,Yes,No,3,1,Offline,Yes,Yes,2,Basic,95,No,No,No,Programming,4,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Bachelor,No,2.73,No,2.73,11.0,21000.0,Moderate Performance
295,295,2021,Male,24,2020.0,BCSE,3,Yes,No,3,4,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Programming,2,"Software, Machine Learning / Deep Learning, UI/UX",Single,No,Family,No,3.79,No,3.88,23.0,13000.0,Good Performance
296,296,2019,Female,23,2016.0,BCSE,11,Yes,No,2,1,Offline,Yes,Yes,1,Basic,70,No,No,No,Nothing,0,"Software, Machine Learning / Deep Learning, Artificial Intelligence",Engaged,No,Bachelor,No,3.96,No,3.91,116.0,30000.0,Good Performance
297,297,2022,Female,20,2019.0,BCSE,2,No,Yes,5,2,Online,Yes,Yes,2,Basic,90,Yes,No,Yes,"Programming, Web development skill(Frontend)",1,"Software, Machine Learning / Deep Learning, Data Science",Single,No,Family,No,,No,,11.0,60000.0,Poor Performance
298,298,2022,Female,21,2020.0,BCSE,2,No,Yes,7,2,Offline,Yes,No,30,Intermediate,100,No,No,No,Programming,2,Software,Single,Yes,Family,Yes,3.4,No,3.4,12.0,15000.0,Good Performance
299,299,2019,Female,22,2018.0,BCSE,11,No,Yes,2,4,Online,Yes,Yes,1,Intermediate,90,No,No,No,"Programming, Software  Development skill, Web development skill(Frontend)",2,Software,Single,No,Family,No,3.49,No,3.39,126.0,,Good Performance
300,300,2022,Male,23,2020.0,BCSE,2,No,Yes,6,2,Online,Yes,Yes,1,Intermediate,100,No,No,No,Programming,2,Software,Single,Yes,Family,No,3.85,No,3.85,12.0,30000.0,Excellent Performance
301,301,2020,Male,21,2018.0,BCSE,8,No,Yes,4,2,Offline,Yes,Yes,1,Intermediate,90,Yes,No,No,Web development skill(Frontend),2,Software,Single,Yes,Family,No,2.02,No,2.4,71.0,,Moderate Performance
302,302,2022,Male,22,2020.0,BCSE,2,Yes,Yes,2,1,Online,Yes,Yes,1,Intermediate,90,No,No,Yes,Its on learning phase,3,Software,Single,No,Family,No,3.93,No,3.93,12.0,55000.0,Good Performance
303,303,2021,Female,20,2020.0,BCSE,2,No,Yes,5,2,Offline,Yes,Yes,2,Basic,99,No,No,No,Programming,1,Machine Learning / Deep Learning,Single,No,Family,No,3.9,No,0.0,11.0,20000.0,Moderate Performance
304,304,2022,Male,20,2020.0,BCSE,2,Yes,Yes,3,3,Offline,Yes,Yes,3,Intermediate,95,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,3.47,No,3.47,12.0,30000.0,Good Performance
305,305,2022,Female,20,2019.0,BCSE,2,No,Yes,2,5,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Graphics designing,1,Software,Single,Yes,Family,No,3.7,No,,12.0,30000.0,Poor Performance
306,306,2022,Male,20,2020.0,BCSE,2,Yes,Yes,4,1,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Programming,2,"Software, NETWORKING, UI/UX",Single,Yes,Family,Yes,3.45,No,0.0,11.0,20000.0,Moderate Performance
307,307,2022,Male,22,2020.0,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,98,Yes,No,Yes,Programming,1,Software,Single,No,Family,No,3.73,No,3.73,11.0,100000.0,Good Performance
308,308,2021,Male,21,2019.0,BCSE,3,Yes,Yes,4,4,Online,Yes,Yes,2,Intermediate,95,No,No,Yes,"Programming, Web development skill(Backend), Web development skill(Frontend)",3,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,Yes,Bachelor,Yes,3.73,Yes,3.68,26.0,35000.0,Good Performance
309,309,2022,Female,22,2020.0,BCSE,2,Yes,Yes,3,2,Online,Yes,Yes,1,Intermediate,95,No,No,Yes,"Programming, Networking",2,"Software, NETWORKING, Artificial Intelligence",Single,No,Bachelor,No,3.65,No,0.0,11.0,20000.0,Moderate Performance
310,310,2022,Female,21,2020.0,BCSE,2,Yes,Yes,4,2,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Programming,2,Software,Single,No,Family,No,3.45,No,,11.0,35000.0,Poor Performance
311,311,2022,Male,21,2020.0,BCSE,2,Yes,Yes,4,2,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,2.58,No,,11.0,35000.0,Poor Performance
312,312,2021,Female,20,2020.0,BCSE,3,Yes,No,4,4,Online,Yes,No,2,Advance,98,Yes,No,Yes,Programming,5,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Bachelor,Yes,1.87,No,3.5,32.0,20000.0,Poor Performance
313,313,2020,Male,21,2019.0,BCSE,7,No,No,1,1,Offline,Yes,Yes,2,Intermediate,93,No,No,No,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend)",1,"Software, Artificial Intelligence, UI/UX",Single,No,Family,No,0.0,No,0.0,0.0,40000.0,Moderate Performance
314,314,2020,Female,20,2019.0,BCSE,7,Yes,Yes,4,2,Online,Yes,Yes,1,Intermediate,98,No,No,Yes,Programming,3,"Software, Artificial Intelligence",Single,Yes,Family,No,3.96,No,3.99,76.0,25000.0,Excellent Performance
